Feature1;Feature2;Feature3;Feature4;Feature5;Feature6;Feature7;Feature8;Feature9;Feature10;Feature11;Pensioner
4;55;26;8;0;2;2;10;1;1;0;0
0;108;0;6;0;1;3;2;2;1;0;0
40;167;5;70;0;0;2;3;1;1;0;0
8;294;3;21;2;1;2;24;1;1;0;0
4;66;1;15;0;0;4;4;1;1;0;0
1;63;5;1;0;0;1;3;1;1;0;0
25;138;59;55;0;3;2;12;1;1;0;0
76;1582;3;132;0;2;2;27;1;1;0;0
32;163;12;62;0;0;5;14;3;1;0;1
0;110;1;10;0;0;4;1;0;1;0;0
22;218;17;77;5;0;5;21;2;1;0;1
9;1;2;12;0;1;5;3;1;0;1;0
32;153;14;38;0;3;3;6;1;1;0;0
0;0;0;0;13;1;149;0;5;0;1;0
4;215;10;9;2;3;27;31;1;0;1;0
0;1;2;1;1;0;1;1;1;1;0;0
36;7;1;60;0;1;3;3;1;1;0;0
21;120;1;58;0;2;2;12;2;1;0;0
64;419;72;149;4;8;2;48;1;0;0;1
7;25;1;12;0;0;2;3;1;1;0;1
1;3;0;0;0;0;1;1;0;0;0;0
0;2;85;4;0;0;0;1;1;1;0;0
0;59;42;1;1;1;4;10;0;1;0;0
0;0;0;1;1;4;31;19;2;0;0;0
15;460;2;37;2;2;1;27;1;1;0;0
2;386;20;11;0;1;1;93;1;0;1;0
0;3;1;3;0;0;5;1;0;0;0;0
5;47;3;27;0;0;1;10;1;1;0;0
6;2;4;2;0;0;0;0;0;1;0;1
2;76;8;6;1;0;3;22;1;1;0;1
23;829;58;67;1;5;3;22;2;1;0;0
23;434;46;53;1;1;1;26;1;1;0;0
0;103;1;5;0;1;1;1;1;1;0;0
3;23;0;10;0;0;2;2;0;0;0;0
16;268;0;9;0;0;2;7;0;1;0;0
4;109;1;17;1;0;1;8;1;1;0;0
4;51;5;4;1;0;3;5;1;1;0;0
1;7;0;0;0;0;1;1;1;1;0;0
5;27;0;8;0;0;1;10;1;1;0;0
1;0;0;0;0;1;1;0;0;0;0;0
6;0;0;5;0;1;1;1;1;1;0;0
7;47;1;20;0;0;2;1;1;0;0;0
0;2;2;1;0;0;0;0;0;1;0;0
15;337;0;68;0;1;3;1;1;0;1;1
8;46;5;5;0;0;2;2;1;1;0;0
1;2;1;4;0;0;1;4;5;1;0;0
8;125;0;63;0;2;2;49;1;1;0;0
22;845;6;30;1;16;4;6;1;0;1;0
0;1;0;1;0;0;0;0;0;0;0;0
13;89;1;16;0;0;4;14;44;1;0;0
27;155;17;109;1;0;17;4;2;1;0;1
3;47;5;7;0;1;1;2;1;1;0;0
5;10;1;9;0;0;1;5;0;0;1;0
11;117;6;14;0;1;6;19;1;1;0;0
79;66;10;22;0;0;1;14;1;1;0;0
0;5;0;0;0;0;0;1;1;1;0;0
1;2;0;1;0;0;0;0;1;1;0;0
68;289;6;128;0;2;4;51;1;1;0;1
3;9;21;8;0;0;0;1;0;1;0;0
29;6;86;103;0;4;2;3;0;0;0;1
9;44;0;7;0;2;2;5;1;0;1;0
4;10;0;5;0;0;1;1;1;0;1;0
0;2;13;0;0;0;0;1;1;1;0;0
0;4;0;0;0;0;0;1;0;1;0;0
6;62;0;118;0;0;1;6;1;1;0;0
13;69;0;5;1;0;1;3;1;1;0;0
15;1;3;32;0;0;5;8;2;1;0;0
12;139;75;13;0;0;2;19;1;1;0;0
1;10;0;2;0;0;1;3;0;1;0;0
0;0;0;0;0;0;0;0;1;0;1;0
6;61;21;6;0;0;1;3;0;1;0;0
26;157;5;145;0;1;2;20;1;1;0;0
4;27;18;14;2;1;1;7;1;1;0;0
0;1;1;5;1;0;5;1;1;0;1;0
1;3;0;2;0;0;2;2;1;1;0;0
7;115;65;16;0;1;1;4;1;1;0;0
12;54;1;9;0;1;2;2;1;1;0;0
10;73;1;7;1;0;1;4;1;1;0;0
16;59;8;40;1;8;1;7;4;0;1;0
0;0;1;7;1;0;3;2;0;1;0;0
19;190;14;33;0;1;2;22;1;1;0;0
10;4;65;18;0;0;3;5;2;1;0;0
11;1321;43;24;1;0;1;9;1;1;0;0
12;1;6;44;1;1;5;8;0;0;0;0
8;681;1;19;0;0;7;10;1;0;0;0
0;47;4;0;0;0;0;0;1;1;0;0
30;297;59;87;1;0;4;9;2;1;0;0
4;1;13;10;0;1;2;3;3;1;0;0
0;1;3;0;0;0;0;1;0;1;0;0
11;59;7;20;2;0;11;10;1;1;0;0
2;5;0;0;0;0;0;1;0;1;0;0
0;2;0;0;0;0;0;0;0;1;0;0
0;4;1;1;0;0;0;0;0;0;0;0
38;587;93;65;2;1;5;43;1;0;0;0
1;7;13;0;0;0;1;1;0;1;0;0
0;1;117;1;0;0;1;0;1;1;0;0
8;63;5;12;0;3;2;22;1;1;0;0
9;189;1;9;2;2;2;16;3;0;1;0
22;144;78;25;0;2;4;7;1;1;0;0
9;154;128;35;1;0;2;15;1;1;0;0
19;1;2;35;0;2;1;25;1;1;0;0
12;60;35;32;1;0;29;30;1;1;0;0
0;0;0;0;3;0;122;0;1;0;1;0
7;207;5;15;0;1;3;10;2;1;0;0
0;12;0;0;1;0;2;0;1;1;0;0
2;27;0;19;0;0;1;5;1;0;1;0
13;131;17;16;0;3;1;19;1;1;0;0
48;295;4;109;0;0;3;22;1;1;0;0
17;2;2;57;0;0;4;22;1;1;0;0
20;432;5;104;2;5;2;21;1;1;0;0
1;8;1;1;0;0;2;3;0;1;0;1
0;16;6;4;0;1;1;3;1;1;0;0
20;251;4;48;4;4;6;22;1;0;1;0
0;2;1;0;0;0;0;0;0;1;0;0
2;29;50;1;0;0;0;0;0;1;0;1
19;95;7;33;0;0;1;21;1;1;0;0
10;354;8;24;0;4;2;16;2;1;0;0
2;7;0;5;2;3;42;2;1;0;1;0
28;0;0;0;0;0;0;0;0;1;0;0
1;14;1;4;0;0;2;1;1;0;1;0
3;680;20;9;0;1;29;13;1;1;0;0
177;0;2;4;1;0;2;17;0;0;0;0
43;66;23;7;0;0;1;2;0;0;0;1
0;1;0;0;0;0;14;0;12;0;1;0
4;70;16;1;0;0;1;4;3;1;0;0
0;1;2;0;0;0;0;0;0;1;0;0
8;52;0;12;0;2;1;2;1;0;1;0
66;422;5;93;1;3;2;20;1;1;0;0
31;244;3;49;1;0;1;17;1;0;0;0
21;165;39;33;0;1;1;9;1;1;0;0
0;1;2;0;0;0;1;1;0;0;1;0
0;4;0;1;0;0;2;0;2;0;1;0
4;38;25;11;0;0;3;1;1;1;0;0
4;56;4;3;0;3;0;10;1;1;0;0
11;140;21;23;1;2;1;2;1;0;0;0
12;54;44;48;0;0;3;13;1;1;0;0
2;2;0;5;0;0;1;0;1;1;0;0
0;2;0;0;0;0;1;1;0;1;0;1
5;288;0;12;0;1;1;3;1;1;0;0
0;1;0;3;0;0;0;0;0;0;1;0
12;19;2;15;0;1;5;7;1;1;0;0
0;42;0;2;0;0;0;0;10;0;0;0
1;15;0;2;1;0;1;1;0;0;1;0
6;727;7;23;1;1;3;3;1;0;1;0
0;4;62;0;0;0;0;0;1;1;0;0
2;15;0;6;0;0;1;5;1;1;0;0
20;235;4;79;3;5;6;15;1;0;1;0
0;0;0;1;0;0;0;1;0;1;0;0
32;543;48;12;0;0;7;1;1;1;0;0
1;5;1;4;0;0;1;2;0;1;0;0
9;57;2;20;2;0;1;11;1;0;1;0
0;41;9;8;0;0;4;9;0;1;0;0
0;2;2;0;0;0;0;0;0;1;0;0
8;181;1;16;0;0;1;2;0;1;0;1
5;16;87;7;2;0;0;1;0;1;0;1
27;160;10;31;2;0;6;9;1;1;0;1
3;11;0;21;0;0;2;3;1;1;0;0
95;438;116;168;2;1;2;54;1;1;0;0
1;240;1023;1;0;0;0;1;1;1;0;0
2;0;0;7;0;0;2;2;1;1;0;0
9;4;351;4;1;0;1;0;1;1;0;0
9;320;55;31;0;3;5;16;1;1;0;0
0;18;0;3;0;0;1;2;0;0;0;0
121;1070;46;182;3;6;31;32;3;0;0;0
2;20;0;3;1;2;58;10;2;0;1;0
61;218;1;115;10;2;3;39;1;1;0;0
18;422;25;20;0;0;2;2;1;1;0;0
1;0;0;0;0;2;7;0;1;0;1;0
8;128;93;25;0;0;2;2;1;1;0;0
1;1;0;4;0;0;1;1;0;0;1;0
0;32;0;0;0;0;0;1;0;0;1;0
8;16;0;2;0;0;1;1;3;1;0;0
3;96;158;13;1;2;1;9;1;1;0;0
23;203;126;71;1;1;5;18;1;1;0;0
4;47;185;8;0;0;7;12;2;1;0;0
32;111;3;16;1;0;2;12;2;1;0;0
37;65;0;56;1;6;5;38;1;0;0;0
0;0;0;0;0;0;5;1;1;0;1;0
27;209;14;18;0;1;1;9;1;1;0;0
117;901;10;271;1;2;2;34;1;1;0;0
17;52;0;12;0;0;8;6;1;1;0;0
61;542;30;187;1;1;2;28;1;1;0;0
3;36;7;4;0;0;2;4;1;1;0;0
16;317;96;21;0;1;1;1;0;1;0;1
1;21;8;5;0;0;2;1;0;1;0;0
27;82;1;69;0;0;5;17;1;0;1;0
7;226;15;7;0;0;2;1;0;1;0;0
60;302;15;76;4;11;6;94;1;1;0;1
0;1;0;0;0;0;0;0;0;1;0;0
34;553;9;35;1;3;1;18;1;1;0;0
3;1;1;5;1;0;1;7;1;1;0;0
0;0;0;2;0;0;0;0;0;0;1;1
0;14;3;2;0;0;1;1;0;1;0;0
10;48;2;24;0;3;3;9;1;1;0;0
7;60;8;15;0;1;6;5;1;0;1;0
0;0;0;0;0;0;0;0;2;0;1;0
3;139;51;23;3;1;2;25;5;1;0;0
1;12;7;10;0;0;1;3;2;1;0;0
0;5;0;0;0;0;0;0;1;1;0;0
177;120;551;291;7;0;19;41;4;1;0;0
0;12;0;1;0;2;11;1;3;0;1;0
12;44;13;22;1;0;4;19;1;1;0;0
23;68;2;28;0;2;1;6;2;0;1;0
11;18;5;16;1;3;7;16;1;1;0;0
14;1;1;11;0;0;2;6;1;1;0;1
14;36;101;10;0;0;0;1;0;1;0;0
9;134;2;94;0;0;3;1;1;0;0;0
21;251;9;34;0;1;2;18;1;1;0;0
3;186;15;9;0;0;1;22;1;1;0;0
0;1;0;2;2;6;54;1;3;0;0;0
8;2;6;10;1;4;1;11;1;0;1;0
2;22;4;2;0;0;2;2;2;1;0;0
1;39;0;2;0;1;1;6;0;0;1;0
9;90;17;6;0;0;8;9;1;1;0;0
0;0;0;0;0;0;1;0;0;0;1;0
0;17;0;0;0;0;1;1;1;1;0;0
5;14;0;6;0;0;2;6;1;1;0;0
21;94;2;37;0;0;1;8;1;1;0;1
0;3;0;1;0;0;1;4;1;0;1;0
8;28;4;18;0;1;2;3;0;1;0;0
1;1;0;0;1;1;1;0;5;0;1;0
5;1;0;1;0;1;1;2;0;1;0;0
28;333;6;64;0;0;3;5;2;1;0;0
2;19;0;4;0;0;1;3;1;1;0;0
3;32;0;10;0;0;5;1;1;1;0;0
24;151;7;33;0;0;2;4;0;1;0;1
2;13;4;4;0;0;1;7;0;1;0;0
17;135;4;24;0;1;7;6;1;1;0;0
1;20;1;6;0;0;1;4;1;1;0;0
79;502;14;165;0;1;2;9;1;1;0;1
47;362;53;63;5;1;1;26;3;1;0;0
52;478;87;91;1;3;4;47;1;1;0;0
1;2;0;0;0;0;0;1;0;0;1;1
10;63;72;13;0;1;4;10;1;0;0;0
3;129;75;11;0;1;1;4;1;1;0;0
13;96;3;16;0;0;1;3;1;1;0;1
6;48;3;6;3;0;15;5;2;0;1;0
9;104;0;20;1;1;2;19;2;0;1;1
48;559;900;63;2;2;5;45;1;1;0;0
7;73;4;25;1;1;1;17;1;1;0;0
10;144;1;19;0;0;2;7;0;1;0;0
134;1;0;7;0;0;0;2;0;1;0;0
28;1600;287;51;2;2;2;42;1;1;0;0
1;9;1;7;0;0;1;1;1;1;0;0
11;53;2;9;0;0;2;7;1;1;0;0
11;6;0;14;0;0;2;0;1;1;0;0
104;333;3;62;1;10;2;9;1;0;1;1
2;13;16;1;0;0;2;1;0;1;0;0
3;2;1;33;1;0;1;4;0;0;1;1
15;154;12;35;0;1;9;23;1;1;0;0
0;0;0;0;0;0;1;0;0;1;0;0
18;21;0;7;0;0;4;1;1;0;0;0
8;2;99;56;1;0;1;5;1;1;0;0
57;10;22;96;2;8;14;89;2;1;0;1
24;45;2;23;0;0;1;3;1;0;0;1
16;110;9;21;3;1;1;20;3;0;0;1
24;8;2;24;0;1;1;10;1;1;0;0
21;873;243;26;1;1;3;25;1;1;0;0
9;131;2;20;1;0;1;7;1;1;0;0
27;297;31;19;1;2;6;33;1;1;0;0
1;1;1;0;0;0;0;0;0;1;0;0
3;36;0;2;0;0;2;1;0;1;0;0
1;3;0;1;0;0;4;0;0;1;0;1
0;1;0;2;0;0;10;0;1;0;1;0
9;98;11;70;1;2;1;7;1;0;1;0
23;124;10;48;4;1;2;8;1;0;1;0
0;2;1;0;0;0;1;0;0;1;0;0
132;1167;48;296;3;11;6;133;3;1;0;0
0;0;0;2;0;3;61;12;1;0;1;0
0;152;13;2;0;0;1;1;1;1;0;0
17;958;25;190;1;2;2;60;2;1;0;0
5;124;12;18;1;0;5;9;1;1;0;0
13;241;5;58;3;20;6;10;2;0;1;0
54;371;13;91;0;2;4;20;1;1;0;0
23;99;3;27;0;1;3;5;2;1;0;0
25;147;3;50;4;1;23;48;1;0;0;0
18;141;2;36;0;0;1;3;0;1;0;0
16;416;41;30;1;2;5;26;1;1;0;0
1;7;497;0;0;0;0;1;2;1;0;0
5;1;0;11;0;2;6;5;0;0;1;0
0;44;0;6;0;0;0;1;1;0;1;0
3;0;0;0;0;0;0;2;0;0;0;1
0;1;0;1;0;0;1;0;0;0;1;1
11;135;22;35;0;1;16;12;1;1;0;0
0;0;205;0;0;0;0;0;0;1;0;0
6;17;28;34;3;0;11;11;2;0;0;0
12;280;7;17;0;2;1;1;1;1;0;0
49;125;229;143;5;0;12;7;1;1;0;0
7;35;4;14;0;0;8;9;1;1;0;0
7;37;1;3;0;0;2;1;1;1;0;0
0;1;0;0;0;0;0;1;0;1;0;0
0;0;0;0;0;0;0;0;1;0;1;1
5;88;20;13;1;0;1;6;1;1;0;0
14;64;1;7;0;0;2;10;2;1;0;0
10;859;3;16;0;0;1;7;1;1;0;0
0;12;246;0;0;0;0;0;1;1;0;0
6;71;5;23;1;2;1;6;1;1;0;0
1;7;0;1;0;0;1;2;1;0;1;0
16;4;17;67;0;0;2;7;0;1;0;0
2;1;0;2;0;0;0;0;0;0;0;0
20;241;5;27;2;3;15;93;2;1;0;0
79;292;41;90;0;4;9;16;1;1;0;0
0;2;0;0;1;5;78;0;7;0;1;0
23;575;2;32;2;12;8;30;1;0;1;0
3;179;5;20;0;0;6;2;1;1;0;0
20;51;0;19;0;0;1;1;1;1;0;1
0;0;0;0;0;0;4;0;1;0;1;0
0;0;0;0;1;0;0;31;0;1;0;0
2;85;0;7;0;2;4;4;7;0;1;0
1;1;4;0;0;0;0;0;0;0;0;0
19;4;36;91;5;0;1;26;0;1;0;1
85;86;15;121;3;15;6;72;1;1;0;0
3;29;3;1;0;0;1;4;1;1;0;1
11;196;13;37;5;0;5;105;2;1;0;1
16;27;1;26;0;2;3;44;1;1;0;0
5;55;11;17;1;0;5;16;1;1;0;0
0;51;1;19;1;5;172;154;2;0;1;0
27;178;1;35;0;2;2;10;1;1;0;0
0;8;0;1;0;0;1;8;1;0;1;0
0;1;0;1;0;0;0;1;2;0;1;0
13;169;5;21;0;0;1;9;1;1;0;0
26;151;61;43;0;0;2;26;1;1;0;0
3;25;0;7;1;2;1;4;1;1;0;0
1;4;0;1;0;0;1;0;0;0;1;0
7;82;8;15;1;1;4;5;1;1;0;0
46;384;6;171;1;0;2;10;1;1;0;1
9;34;25;13;0;0;8;8;1;1;0;0
3;25;4;6;0;0;0;1;1;1;0;1
8;39;2;11;0;0;1;3;1;1;0;0
4;18;0;7;0;0;3;1;1;1;0;0
37;42;0;3;0;0;0;2;1;0;0;1
10;174;32;19;1;0;7;31;1;1;0;0
2;2;0;2;0;0;0;0;0;1;0;0
10;120;3;39;0;4;4;9;1;0;1;0
13;274;0;51;5;8;2;17;4;0;1;0
4;1;0;7;0;0;1;3;1;0;1;1
10;60;0;14;0;2;2;12;1;0;1;0
20;1122;0;29;1;0;2;7;0;1;0;0
14;87;11;42;3;8;4;36;1;1;0;0
5;30;1;19;1;2;2;5;0;1;0;0
3;46;0;4;0;0;1;7;0;0;1;0
4;1;0;10;0;1;3;1;1;0;1;0
0;3;0;2;0;0;0;0;0;1;0;0
11;30;16;29;0;0;1;11;1;1;0;1
2;2;2;3;1;0;1;0;0;1;0;0
19;737;3;18;0;6;6;4;1;0;1;0
16;352;14;31;0;4;1;7;1;1;0;0
1;22;1;6;2;2;13;5;1;0;1;0
0;0;0;0;1;0;1;0;0;0;1;0
34;165;2;44;2;1;3;43;1;1;0;0
0;1;0;0;6;5;90;0;2;0;1;0
66;327;56;54;0;0;7;7;1;1;0;1
0;1;0;0;3;1;50;4;13;0;1;0
0;1;0;0;0;1;1;0;1;1;0;1
1;16;0;10;0;1;3;9;0;1;0;0
4;123;167;6;0;0;4;6;0;1;0;0
4;83;118;11;0;0;1;3;1;1;0;0
0;13;0;1;0;0;60;7;8;0;1;0
6;17;40;4;0;0;5;0;0;1;0;0
0;3;0;1;0;0;0;0;0;1;0;0
53;224;51;110;2;1;4;42;1;1;0;0
1;10;10;4;0;0;2;2;1;1;0;0
2;23;0;10;0;0;1;4;1;1;0;0
9;81;1;16;2;2;2;4;1;0;0;0
61;279;14;57;0;0;2;9;1;1;0;0
23;137;22;21;0;0;4;9;1;1;0;0
1;274;0;4;2;0;1;2;2;0;1;0
5;16;2;5;0;1;3;1;0;0;0;0
11;91;1;5;1;0;2;16;1;1;0;0
28;215;86;22;0;0;1;23;1;1;0;0
9;288;12;52;2;5;5;18;2;0;1;0
3;36;0;15;0;1;1;6;3;1;0;0
18;82;32;12;0;2;2;4;1;1;0;1
1;7;10;7;0;4;1;1;0;1;0;0
0;0;0;0;0;0;0;0;0;1;0;1
5;38;1;2;0;0;1;1;0;1;0;0
6;151;42;21;0;2;8;14;1;1;0;0
18;797;0;36;0;1;1;22;1;1;0;0
26;27;0;16;0;1;8;19;0;1;0;0
1;1;0;0;0;0;0;0;0;1;0;0
19;482;119;28;1;2;6;26;2;1;0;0
4;1;0;2;1;0;0;6;1;1;0;0
7;12;1;1;0;0;3;2;1;1;0;1
12;88;4;6;0;3;2;12;59;1;0;0
4;1;0;13;0;0;1;4;1;0;1;0
28;60;3;16;0;1;1;29;1;1;0;0
2;7;1;3;0;3;1;0;0;1;0;0
17;2;2;42;0;1;1;9;2;0;1;1
0;66;0;21;4;0;3;6;1;0;1;0
0;1;0;0;0;0;1;0;1;0;0;0
1;2;0;1;1;1;8;0;2;0;1;0
0;1;0;1;0;0;0;0;0;1;0;0
21;14;50;38;1;1;8;6;0;1;0;1
3;77;80;4;1;0;7;2;1;1;0;0
126;233;2;88;3;4;3;36;1;1;0;0
47;120;20;74;2;0;5;26;1;1;0;0
4;104;0;47;1;1;1;4;10;0;1;0
8;392;0;17;0;1;4;3;1;0;1;0
10;316;7;46;0;1;5;11;2;1;0;0
9;156;0;24;1;1;1;10;2;1;0;0
0;1;0;0;0;0;0;0;0;1;0;0
7;415;23;36;1;0;6;18;1;1;0;0
7;161;64;62;0;2;2;42;1;1;0;0
3;8;0;2;0;1;0;1;0;1;0;1
19;86;2;38;0;0;1;10;1;1;0;0
5;154;0;40;0;2;1;4;1;1;0;0
1;0;0;0;0;0;1;0;0;1;0;0
20;213;76;68;0;1;1;11;1;1;0;0
3;21;30;15;0;0;1;1;1;1;0;0
0;10;2;1;0;0;1;4;1;1;0;1
0;23;18;5;0;0;1;4;0;1;0;0
11;89;5;28;0;2;5;34;1;0;1;0
9;257;1;31;4;2;4;18;2;0;1;0
0;7;358;0;0;0;1;0;1;1;0;0
19;49;12;36;2;0;1;12;3;1;0;0
2;14;0;9;0;0;0;1;1;1;0;0
0;0;0;0;0;0;0;1;0;1;0;0
10;132;6;22;1;1;7;9;2;1;0;1
3;67;163;4;0;0;1;3;1;1;0;0
4;40;0;4;2;0;1;2;1;0;1;0
46;272;94;91;1;6;3;8;1;1;0;0
8;165;73;9;1;0;3;8;1;1;0;0
9;242;1;32;0;0;1;6;1;1;0;0
0;1;0;0;3;1;31;0;1;0;0;0
70;1137;2;215;0;5;3;35;1;1;0;0
16;178;1;68;0;0;1;16;1;1;0;0
18;146;15;51;1;0;3;8;3;1;0;0
19;227;83;50;5;3;1;70;2;1;0;0
11;71;7;14;0;0;3;7;0;1;0;0
15;143;0;33;0;1;4;7;1;0;1;0
5;52;7;11;0;0;1;1;0;1;0;1
3;190;3;19;0;2;2;4;14;0;1;0
15;183;1;66;0;0;5;10;1;1;0;0
39;43;10;31;1;1;4;13;1;1;0;0
0;0;0;0;0;0;5;0;1;0;1;0
0;0;0;1;8;0;231;0;1;0;1;0
16;5268;1;26;0;1;1;11;1;1;0;0
1;24;1;5;0;1;1;2;1;0;1;0
1;0;0;0;0;0;0;1;0;0;1;0
47;85;13;66;4;5;6;28;1;1;0;0
16;339;102;32;0;1;3;27;1;1;0;0
2;42;0;5;0;0;1;4;1;1;0;0
11;69;2;35;0;4;1;7;1;0;1;0
24;49;1;39;0;4;2;10;2;0;0;0
4;740;3;6;0;0;1;2;1;1;0;0
0;2;24;0;0;0;0;0;0;1;0;0
6;24;0;6;2;3;1;12;3;0;1;0
0;1;0;0;0;0;0;0;0;1;0;0
38;5;0;7;0;0;1;157;3;1;0;0
29;205;2;13;0;0;5;103;1;0;1;0
2;38;6;1;0;0;0;1;0;1;0;0
24;258;39;44;0;1;35;30;3;1;0;0
3;52;0;18;0;7;1;3;1;0;1;0
0;0;0;0;0;0;0;0;0;1;0;0
0;0;0;0;0;0;0;0;0;0;1;0
33;239;114;31;1;0;1;13;2;1;0;0
4;4;2;4;0;0;0;0;0;1;0;1
0;0;0;0;0;0;0;1;0;1;0;0
0;2;0;0;0;0;0;0;0;1;0;1
19;454;51;32;1;1;4;25;2;1;0;0
1;4;0;0;0;0;2;3;0;1;0;0
17;132;49;65;0;0;3;6;1;1;0;0
5;54;10;1;0;0;4;2;1;0;1;0
27;7;1;42;0;3;1;26;1;1;0;0
7;98;7;40;2;3;4;41;2;1;0;0
1;56;9;13;1;2;2;9;1;1;0;0
37;10;0;5;0;0;1;1;2;1;0;0
37;199;189;106;0;0;2;4;1;1;0;0
25;1;14;38;0;4;1;12;1;0;0;0
29;220;32;42;0;0;1;20;2;1;0;0
18;149;27;65;4;0;16;8;1;1;0;0
5;52;5;22;1;1;3;84;1;1;0;0
34;2;0;24;0;1;2;5;1;0;1;1
1;1;1;2;1;0;1;2;0;1;0;0
35;35;2;66;1;2;3;27;1;1;0;0
14;240;39;29;1;2;7;2;2;1;0;0
0;5;7;0;0;0;0;0;1;1;0;0
0;8;0;2;0;0;1;1;0;1;0;0
8;123;2;23;1;2;2;29;1;1;0;0
1;0;1;1;29;2;217;0;2;0;1;0
5;85;5;11;0;0;3;9;1;0;1;0
1;3;6;2;0;0;3;3;0;1;0;0
7;702;6;18;0;1;1;15;1;1;0;0
4;159;0;21;1;1;4;10;1;1;0;0
1;20;3;2;0;0;1;3;1;1;0;1
17;78;79;26;0;0;1;4;1;0;0;1
32;85;100;33;1;0;2;23;1;1;0;1
167;1249;9;703;0;3;3;71;1;1;0;0
5;41;9;2;0;0;5;2;1;1;0;1
15;60;2;27;1;0;1;10;1;1;0;0
28;472;1;32;0;0;2;1;1;0;1;1
11;57;4;25;3;1;59;5;2;0;1;0
3;25;3;7;1;2;2;21;1;1;0;0
2;20;3;12;1;0;0;1;1;1;0;0
0;38;86;0;0;0;0;0;0;0;0;1
1;229;1;5;0;0;2;2;2;1;0;0
0;2;0;0;0;0;1;0;0;1;0;0
0;0;0;0;0;0;1;0;0;1;0;0
46;1;0;0;0;0;1;0;0;1;0;0
0;0;0;0;0;0;5;0;1;0;1;0
44;144;5;117;4;4;4;24;3;0;0;0
6;94;4;21;0;0;1;4;1;1;0;1
9;1;16;11;0;0;4;3;0;1;0;1
9;472;2;12;1;0;32;29;1;1;0;0
10;129;4;8;0;0;1;40;1;1;0;0
0;9;9;2;0;0;2;0;5;1;0;0
0;0;6;0;0;0;0;0;0;1;0;0
10;83;35;14;1;0;5;16;1;1;0;0
13;72;66;26;3;3;1;36;1;0;0;0
2;1;0;0;0;1;1;0;1;0;1;1
5;122;1;34;1;4;1;7;1;0;1;0
0;4;1;0;0;0;1;1;0;1;0;0
65;1;9;132;1;3;6;24;3;0;1;1
42;223;13;44;0;0;1;13;1;0;1;0
0;0;0;0;0;0;2;0;0;0;1;0
6;31;8;1;0;0;2;7;1;1;0;0
25;219;4;78;1;5;3;21;1;0;1;1
0;7;26;1;1;0;0;0;0;1;0;0
0;2;0;5;11;3;108;8;5;0;1;0
4;27;15;14;1;0;4;6;1;1;0;1
0;1;0;1;1;2;68;0;1;0;1;0
12;31;5;19;3;1;2;9;0;1;0;0
0;33;0;0;2;0;1;1;1;1;0;0
2;29;5;3;0;0;1;1;1;1;0;0
0;0;0;3;0;13;260;69;1;0;1;0
18;204;29;41;0;0;1;2;0;1;0;1
0;1;0;0;0;0;0;0;0;0;1;0
61;1610;141;139;3;2;3;35;2;1;0;0
3;10;0;3;0;0;1;0;0;1;0;1
3;78;0;10;0;0;2;2;1;0;0;0
11;95;1;23;0;1;3;4;1;1;0;0
3;118;1;18;2;3;28;20;1;0;1;0
9;125;52;80;0;0;7;5;1;1;0;0
6;201;88;25;1;1;1;3;1;1;0;0
86;110;5;146;2;6;2;45;1;1;0;0
11;142;20;40;0;1;2;28;1;1;0;0
0;5;0;2;0;0;1;0;0;0;1;0
11;328;8;44;1;0;3;10;1;0;1;0
5;82;28;13;0;0;2;1;1;1;0;0
3;121;1;6;0;0;1;19;1;0;1;0
31;1074;115;47;1;1;2;20;1;1;0;0
4;8;0;1;0;0;0;1;4;0;1;0
25;7;5;55;5;14;3;21;1;0;1;0
10;91;4;5;0;0;1;2;0;1;0;0
5;38;1;10;0;1;1;4;1;0;1;0
0;0;15;0;0;0;0;0;0;0;0;0
0;0;0;0;2;1;4;1;1;0;0;0
22;228;45;25;0;0;1;20;1;1;0;0
0;2;0;2;11;2;34;0;1;0;1;0
0;0;0;0;0;0;0;1;0;1;0;0
0;0;0;0;0;0;0;0;0;1;0;0
0;9;0;4;0;0;2;2;0;0;1;0
10;29;0;3;0;0;1;1;1;1;0;0
1;1;0;0;0;3;3;1;1;0;1;0
0;0;0;0;2;0;7;0;1;0;1;0
0;0;2;0;0;0;0;0;0;1;0;0
5;37;0;19;0;2;1;7;1;0;1;1
15;233;45;25;3;2;4;22;1;1;0;0
1;37;2;1;0;0;1;1;0;1;0;1
2;2;0;3;0;0;2;2;0;0;1;0
2;0;0;2;0;0;0;3;0;1;0;0
3;39;6;7;1;0;6;3;1;1;0;0
39;314;7;58;1;16;12;23;1;0;1;0
33;425;61;56;0;3;4;21;1;1;0;0
11;53;54;18;0;0;2;8;1;1;0;0
0;0;0;0;0;0;1;0;0;1;0;0
7;41;15;13;3;0;1;11;1;1;0;0
3;17;3;9;2;0;1;8;1;1;0;1
13;0;0;0;0;0;0;0;0;1;0;1
27;123;53;30;2;0;7;21;1;1;0;1
11;1;4;34;0;3;1;10;1;0;1;0
13;142;105;26;4;1;3;26;1;0;0;0
6;8;0;6;0;0;1;7;2;1;0;0
1;2;0;2;0;0;0;0;0;1;0;0
7;6;0;6;0;0;2;6;1;1;0;0
21;43;105;27;2;2;19;20;1;1;0;0
99;1997;26;190;8;8;9;22;1;0;1;1
36;121;3;43;0;1;5;22;1;0;1;0
7;16;1;12;0;0;1;1;1;1;0;0
1;1;0;1;0;0;0;0;0;1;0;0
